id,link,text,author,handle,date,month,year,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
7.69E+17,/HillaryClinton/status/768823064033308673,There's a reason the most hateful fringe of the right wing is supporting Donald Trump.https://amp.twimg.com/v/d0846c31-a8dc-4ded-8a8c-21bff379ec7f•À_•À_•À_•À__,HillaryClinton,clinton,8/25/16,Aug,2016,29,95.62,50,1,25.77,29,10.34,41.38,20.69,0,0,0,0,0,0,0,0,10.34,3.45,6.9,3.45,0,0,6.9,3.45,3.45,0,0,3.45,6.9,3.45,3.45,0,3.45,0,0,0,0,0,0,6.9,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,3.45,0,3.45,0,0,0,0,0,0,0,3.45,0,3.45,0,0,0,41.38,10.34,0,0,0,0,0,13.79,0,3.45,0,13.79
7.69E+17,/HillaryClinton/status/768626213015478277,"""He is taking a hate movement mainstream. He has brought it into his campaign."" •À_•À_•À_Hillary to @andersoncooper on Trump",HillaryClinton,clinton,8/24/16,Aug,2016,19,76.19,94.27,1,1,6.33,31.58,78.95,52.63,21.05,15.79,0,0,0,15.79,0,5.26,5.26,15.79,10.53,0,0,0,26.32,0,0,0,0,0,5.26,0,5.26,0,5.26,0,15.79,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,5.26,5.26,0,5.26,15.79,0,21.05,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.32,10.53,0,0,0,0,0,0,10.53,0,0,5.26
7.69E+17,/HillaryClinton/status/768569354959065088,FACT: The @ClintonFdn helps 11.5 million people with HIV/AIDS worldwide get their medication.pic.twitter.com/wMAHC4u5RB,HillaryClinton,clinton,8/24/16,Aug,2016,18,96.85,98.62,1,98.27,18,33.33,72.22,16.67,5.56,5.56,0,0,0,0,5.56,0,5.56,5.56,0,0,0,0,11.11,0,0,0,11.11,0,5.56,5.56,0,0,0,0,22.22,0,0,0,0,5.56,0,0,0,0,5.56,0,5.56,5.56,0,0,16.67,0,16.67,11.11,0,16.67,11.11,0,0,5.56,0,0,11.11,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,11.11,0,0,0,38.89,16.67,0,5.56,0,0,0,0,0,0,0,16.67
7.69E+17,/HillaryClinton/status/768539813913985024,Thinking about the people of both Italy and Myanmar as they respond to today's earthquakes. My heart goes out to the victims•À_•À_ families. -H,HillaryClinton,clinton,8/24/16,Aug,2016,24,99,89.42,74.76,1,8,25,83.33,45.83,8.33,8.33,4.17,0,0,0,4.17,0,8.33,25,0,4.17,8.33,0,8.33,4.17,4.17,0,0,4.17,4.17,0,4.17,0,0,0,16.67,4.17,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,8.33,4.17,0,4.17,0,0,0,8.33,0,16.67,4.17,8.33,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,4.17,0,4.17,0,0
7.69E+17,/HillaryClinton/status/768508732623970304,EpiPens can be the difference between life and death. There's no justification for these price hikes. http://hrc.io/2c7lhrs•À_•À_ -H,HillaryClinton,clinton,8/24/16,Aug,2016,23,58.77,19.23,9.25,25.77,7.67,17.39,69.57,39.13,4.35,0,0,0,0,0,0,4.35,4.35,8.7,13.04,4.35,4.35,4.35,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,0,4.35,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,13.04,0,4.35,4.35,0,0,0,4.35,0,4.35,0,4.35,4.35,0,4.35,0,0,0,30.43,13.04,0,0,0,0,0,4.35,0,4.35,0,8.7
7.68E+17,/HillaryClinton/status/768257096290742272,"""No matter how daunting the odds, she never•À_•À_•À_ever•À_•À_•À_quits. That is the Hillary I know."" •À_•À_•À_@POTUShttps://amp.twimg.com/v/df3c8687-3bb6-44ae-8f6f-05f6df188d05•À_•À_•À_•À__",HillaryClinton,clinton,8/23/16,Aug,2016,32,37.39,26.6,2.67,25.77,10.67,12.5,37.5,31.25,9.38,6.25,3.12,0,0,3.12,0,3.12,6.25,0,3.12,9.38,3.12,6.25,6.25,0,0,3.12,6.25,0,0,0,0,0,0,0,3.12,0,0,3.12,0,12.5,3.12,3.12,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,0,0,0,0,3.12,0,3.12,0,0,0,50,12.5,3.12,0,0,0,0,12.5,6.25,0,0,15.62
7.68E+17,/HillaryClinton/status/768216514713513984,"Why would we give Trump's family a $4 billion tax cut when we could use that money to fix 8,000 bridges?pic.twitter.com/fwD8O8o7eS",HillaryClinton,clinton,8/23/16,Aug,2016,26,42.69,99,1,1,26,15.38,69.23,34.62,11.54,7.69,0,7.69,0,0,0,3.85,3.85,3.85,7.69,7.69,3.85,0,15.38,0,0,7.69,15.38,0,3.85,0,3.85,0,0,0,19.23,3.85,0,0,0,15.38,0,7.69,7.69,0,0,0,3.85,3.85,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,7.69,0,3.85,0,0,3.85,3.85,7.69,3.85,7.69,0,0,7.69,0,7.69,0,0,0,26.92,7.69,3.85,0,0,3.85,0,0,0,3.85,0,7.69
7.68E+17,/HillaryClinton/status/768178673316990976,"The gender wage gap is even wider for women of color.It's time to ensure equal pay. #BlackWomensEqualPayhttp://hrc.io/2bCbZk5•À_•À_",HillaryClinton,clinton,8/23/16,Aug,2016,23,92.84,66.81,9.25,25.77,7.67,4.35,69.57,30.43,4.35,0,0,0,0,0,0,4.35,4.35,13.04,8.7,4.35,0,0,8.7,8.7,8.7,0,4.35,4.35,0,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,13.04,0,8.7,4.35,8.7,0,0,8.7,0,0,4.35,0,4.35,0,0,0,30.43,13.04,0,0,0,0,0,0,0,4.35,0,13.04
7.68E+17,/HillaryClinton/status/768101311741038592,"On average, it takes black women until today to catch up to white men's 2015 earnings. Time to close the pay gap.pic.twitter.com/5eYBD4Y7Mr",HillaryClinton,clinton,8/23/16,Aug,2016,28,99,85.81,89.63,25.77,14,10.71,82.14,28.57,3.57,0,0,0,0,0,0,3.57,3.57,21.43,0,0,3.57,0,3.57,7.14,0,0,3.57,3.57,0,0,0,0,0,0,10.71,0,0,3.57,3.57,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,0,0,0,14.29,3.57,0,3.57,7.14,0,0,7.14,0,28.57,3.57,14.29,10.71,3.57,3.57,0,7.14,0,0,7.14,0,7.14,0,0,0,25,14.29,3.57,0,0,0,0,0,0,3.57,0,3.57
7.68E+17,/HillaryClinton/status/768085260542152704,"We heard Trump's demonizing comments on immigrants loud and clear the first time. And the second, third, fourth ...https://amp.twimg.com/v/fbadcb5f-aad0-4693-a83b-a2a88b7d9bf3•À_•À_•À_•À__",HillaryClinton,clinton,8/23/16,Aug,2016,29,92.84,91.6,3.81,25.77,14.5,17.24,55.17,20.69,3.45,3.45,0,3.45,0,0,0,0,6.9,3.45,0,0,6.9,0,3.45,3.45,0,0,17.24,0,0,0,0,0,0,0,10.34,0,0,0,0,3.45,0,0,0,0,3.45,0,10.34,3.45,6.9,0,0,0,0,0,0,6.9,3.45,3.45,0,0,0,3.45,0,0,10.34,0,3.45,6.9,0,0,0,0,0,0,3.45,0,3.45,0,0,0,58.62,20.69,6.9,0,0,0,0,13.79,0,3.45,0,13.79
7.68E+17,/HillaryClinton/status/767918458612875264,Donald Trump's economic plan is rigged so rich people like him get tax cuts at the expense of everybody else.https://amp.twimg.com/v/318ecd28-92c4-421f-bc17-806bdb43e592•À_•À_•À_•À__,HillaryClinton,clinton,8/22/16,Aug,2016,35,89.6,71.61,1,78.19,35,8.57,48.57,22.86,5.71,2.86,0,0,0,2.86,0,2.86,2.86,8.57,2.86,2.86,2.86,0,5.71,2.86,2.86,0,8.57,0,2.86,2.86,0,0,0,0,8.57,0,0,0,2.86,5.71,0,0,0,0,2.86,2.86,0,0,0,0,0,0,0,0,0,11.43,0,2.86,2.86,2.86,2.86,0,5.71,2.86,2.86,0,2.86,0,5.71,0,0,11.43,0,0,2.86,0,2.86,0,0,0,34.29,8.57,0,0,0,0,0,11.43,0,2.86,0,11.43
7.68E+17,/HillaryClinton/status/767827749063057409,"In times of crisis, America depends on steady leadership, clear thinking, and calm judgment.https://amp.twimg.com/v/6de34773-b8f2-4983-8168-aacc57c529ba•À_•À_•À_•À__",HillaryClinton,clinton,8/22/16,Aug,2016,26,97.77,64.99,17.46,89.84,26,23.08,46.15,15.38,0,0,0,0,0,0,0,0,0,11.54,0,0,3.85,0,7.69,7.69,0,0,11.54,0,3.85,3.85,0,0,0,0,3.85,0,0,0,0,11.54,3.85,3.85,0,3.85,3.85,0,3.85,3.85,0,0,0,0,0,0,0,7.69,0,3.85,3.85,0,3.85,0,3.85,0,11.54,0,7.69,3.85,3.85,0,0,0,0,0,3.85,0,3.85,0,0,0,53.85,11.54,11.54,0,0,0,0,15.38,0,0,0,15.38
7.68E+17,/HillaryClinton/status/767757680316342273,One wrong move can be the difference between life and death when you're president.https://amp.twimg.com/v/6de34773-b8f2-4983-8168-aacc57c529ba•À_•À_•À_•À__,HillaryClinton,clinton,8/22/16,Aug,2016,26,53.63,64.99,5.76,1,26,15.38,57.69,26.92,3.85,3.85,0,0,3.85,0,0,0,3.85,3.85,11.54,3.85,7.69,0,11.54,7.69,3.85,3.85,15.38,0,3.85,0,3.85,0,0,0,3.85,0,0,0,0,3.85,0,0,0,0,0,3.85,0,0,0,0,3.85,0,3.85,0,0,7.69,0,0,3.85,0,3.85,0,15.38,0,7.69,3.85,0,3.85,3.85,0,0,0,0,3.85,3.85,0,3.85,0,0,0,46.15,11.54,0,0,0,0,0,15.38,0,3.85,0,15.38
7.67E+17,/HillaryClinton/status/767497704591257604,"•À_•À_•À_Her mastery of issues and detail is unlike any politician I•À_•À_ve met."" •À_•À_•À_@WIRED's editor-in-chief on Hillaryhttp://hrc.io/2bo5v9g•À_•À_",HillaryClinton,clinton,8/21/16,Aug,2016,25,92.84,50,6.7,25.77,12.5,12,60,32,8,8,4,0,0,4,0,0,0,16,4,0,4,0,8,4,0,0,0,4,0,0,0,0,0,0,8,0,0,4,0,8,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,4,4,12,0,0,4,4,0,8,0,8,0,8,0,0,0,0,0,4,0,4,0,0,0,36,8,0,0,0,0,0,8,4,4,0,12
7.67E+17,/HillaryClinton/status/767468704317661184,Hillary met with Miami doctors to discuss the public health challenge of treating and preventing Zika.https://amp.twimg.com/v/9efbca69-cb90-422b-b57b-a665de2e6b00•À_•À_•À_•À__,HillaryClinton,clinton,8/21/16,Aug,2016,28,98.65,85.81,1,87.2,28,25,46.43,17.86,0,0,0,0,0,0,0,0,3.57,10.71,0,0,3.57,0,3.57,0,0,0,3.57,0,3.57,3.57,0,0,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,14.29,3.57,3.57,3.57,0,3.57,3.57,0,0,0,0,0,0,7.14,0,0,0,0,0,3.57,0,3.57,0,0,0,39.29,10.71,0,0,0,0,0,14.29,0,0,0,14.29
7.67E+17,/HillaryClinton/status/767434140497084416,"Congrats to Flint, Michigan's @ClaressaShields on her second Olympic gold medal for @TeamUSA.pic.twitter.com/u2RA7GoDiy",HillaryClinton,clinton,8/21/16,Aug,2016,17,98.92,96.11,1,25.77,17,41.18,52.94,23.53,5.88,5.88,0,0,0,5.88,0,0,0,17.65,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,17.65,0,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,17.65,11.76,11.76,0,0,0,0,0,0,5.88,0,5.88,0,5.88,11.76,0,0,0,0,11.76,0,11.76,0,0,0,47.06,17.65,5.88,0,0,0,0,0,0,5.88,0,17.65
7.67E+17,/HillaryClinton/status/767366136824467456,There is so much more that unites us than divides us. That's why we're the greatest country on Earth.pic.twitter.com/6uZVP0tjK9,HillaryClinton,clinton,8/21/16,Aug,2016,25,20.57,99,20.24,91.14,12.5,16,76,48,20,12,0,12,0,0,0,8,4,8,8,12,4,0,12,12,12,4,4,8,4,4,0,0,0,0,16,0,0,0,0,8,0,4,0,0,0,4,4,4,0,0,0,0,0,0,0,20,16,0,4,0,0,0,12,0,12,0,12,0,0,4,0,0,0,0,8,0,8,0,0,0,28,16,0,0,0,0,0,0,0,8,0,4
7.67E+17,/HillaryClinton/status/767354949613346816,This lifelong Republican wrote a letter to his daughter about why he's voting for Hillary this November:http://hrc.io/2bnd3cm•À_•À_,HillaryClinton,clinton,8/21/16,Aug,2016,23,70.3,95.89,1,25.77,23,21.74,65.22,39.13,17.39,8.7,0,0,0,8.7,0,8.7,4.35,13.04,4.35,8.7,0,0,13.04,0,0,4.35,0,0,0,0,0,0,0,0,17.39,4.35,0,4.35,8.7,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,4.35,0,0,4.35,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,21.74,4.35,0,4.35,0,0,0,0,0,4.35,0,8.7
7.67E+17,/HillaryClinton/status/767183928344059904,"It's too late now to say sorry, Donald.https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a•À_•À_•À_•À__",HillaryClinton,clinton,8/20/16,Aug,2016,20,65.29,69.14,3.37,1,20,10,40,20,5,0,0,0,0,0,0,5,0,5,5,10,0,0,10,10,0,0,5,0,5,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,10,0,0,0,0,0,0,5,0,5,0,0,0,65,15,5,0,0,0,0,20,0,5,0,20
7.67E+17,/HillaryClinton/status/767104881253548034,Donald Trump has shown us who he is. We should believe him. https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a•À_•À_•À_•À__,HillaryClinton,clinton,8/20/16,Aug,2016,24,17.96,99,1,25.77,8,12.5,41.67,33.33,20.83,16.67,0,8.33,0,8.33,0,4.17,0,0,12.5,0,0,0,16.67,0,0,4.17,4.17,0,0,0,0,0,0,0,20.83,0,0,0,8.33,8.33,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,0,0,50,16.67,0,0,0,0,0,16.67,0,0,0,16.67
7.67E+17,/HillaryClinton/status/767046604041912320,Let's send Donald Trump a message in November: We're not going back.pic.twitter.com/85ovKr3y2x,HillaryClinton,clinton,8/20/16,Aug,2016,18,74.89,99,98.01,25.77,18,16.67,66.67,33.33,11.11,11.11,0,11.11,0,0,0,0,5.56,5.56,0,5.56,0,5.56,22.22,0,0,0,0,0,0,0,0,0,0,0,27.78,0,0,0,0,5.56,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,22.22,22.22,0,0,0,0,0,16.67,5.56,27.78,11.11,11.11,11.11,0,5.56,0,0,0,0,11.11,0,11.11,0,0,0,38.89,16.67,0,5.56,0,0,0,0,0,11.11,0,5.56
7.67E+17,/HillaryClinton/status/767007582556786688,"""I don't regret anything."" •À_•À_•À_Donald Trump, August 2, 2016https://amp.twimg.com/v/d08d1714-3eb5-4cde-a02f-e85c75451c4a•À_•À_•À_•À__",HillaryClinton,clinton,8/20/16,Aug,2016,20,51.43,15.86,1,1,10,20,30,15,10,5,5,0,0,0,0,5,0,0,5,0,0,5,5,0,0,0,10,0,5,0,5,0,0,5,0,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,80,15,10,0,0,0,0,20,10,5,0,20
7.67E+17,/HillaryClinton/status/766776538679443456,This is so ignorant it•À_•À_s staggering.https://twitter.com/sahilkapur/status/766747911396945920•À_•À_•À_•À__,HillaryClinton,clinton,8/19/16,Aug,2016,14,13.85,76.25,1,1,14,28.57,57.14,28.57,14.29,0,0,0,0,0,0,14.29,0,0,7.14,7.14,7.14,0,7.14,0,0,0,7.14,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,14.29,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,14.29,0,14.29,0,0,0,50,14.29,0,0,0,0,0,0,0,0,0,35.71
7.67E+17,/HillaryClinton/status/766757098592079872,"When the IOC introduced women's wrestling in 2004, @Helen_Maroulis dreamed of gold. Yesterday that dream came true.pic.twitter.com/ZvyuQYK36v",HillaryClinton,clinton,8/19/16,Aug,2016,22,92.84,81.84,31.94,94.75,11,31.82,59.09,22.73,4.55,0,0,0,0,0,0,4.55,4.55,9.09,0,4.55,4.55,0,4.55,4.55,0,4.55,4.55,0,4.55,4.55,0,0,0,0,9.09,0,0,4.55,0,4.55,0,0,0,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,9.09,0,0,18.18,4.55,4.55,9.09,0,13.64,0,0,0,0,9.09,0,9.09,0,0,0,40.91,18.18,4.55,0,0,0,0,0,0,4.55,0,13.64
7.67E+17,/HillaryClinton/status/766708716263526400,Why do Trump and Putin keep saying all the same things? (Hint: It's not Manafort.)https://amp.twimg.com/v/7ecf05fa-623e-4c45-98b1-961a98415305•À_•À_•À_•À__,HillaryClinton,clinton,8/19/16,Aug,2016,30,51.43,36.95,1,25.77,15,3.33,40,23.33,6.67,0,0,0,0,0,0,6.67,3.33,0,6.67,3.33,3.33,3.33,13.33,3.33,3.33,3.33,10,3.33,0,0,0,0,0,0,3.33,0,0,0,0,10,0,3.33,0,0,3.33,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3.33,0,3.33,0,0,0,53.33,10,0,3.33,0,3.33,0,13.33,0,3.33,6.67,13.33
7.67E+17,/HillaryClinton/status/766679583890497536,"The flooding in Louisiana is worse than anyone expected, and they need our support. Here's how you can help: http://hrc.io/2bt6DZp•À_•À_",HillaryClinton,clinton,8/19/16,Aug,2016,25,29.6,99,1,25.77,12.5,16,72,48,16,12,0,4,4,0,4,4,4,8,8,8,8,0,16,8,8,4,0,0,8,4,4,0,0,0,20,0,0,0,0,20,0,4,8,4,0,4,0,0,0,0,0,0,0,0,0,12,8,0,4,0,4,0,24,4,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,28,8,4,4,0,0,0,0,0,4,0,8
7.67E+17,/HillaryClinton/status/766642051844800512,"45 years later, I couldn•À_•À_t be happier to have you by my side. Happy birthday, Bill! -Hpic.twitter.com/KDhgLsNr7K",HillaryClinton,clinton,8/19/16,Aug,2016,21,67.14,68.29,89.63,99,7,19.05,71.43,33.33,14.29,14.29,9.52,0,4.76,0,0,0,0,9.52,9.52,0,0,0,9.52,14.29,9.52,0,4.76,0,9.52,9.52,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,9.52,0,19.05,0,4.76,14.29,0,4.76,0,4.76,0,0,4.76,0,4.76,0,0,0,38.1,14.29,9.52,0,0,0,4.76,4.76,0,0,0,4.76
7.66E+17,/HillaryClinton/status/766403410090483712,Glad to see that the Justice Department is ending the use of private prisons. This is the right step forward. -Hhttps://twitter.com/mattzap/status/766296423650455552•À_•À_•À_•À__,HillaryClinton,clinton,8/18/16,Aug,2016,27,95.79,77.05,15.12,88.52,9,25.93,85.19,33.33,7.41,0,0,0,0,0,0,7.41,11.11,7.41,7.41,0,0,0,14.81,3.7,0,0,3.7,0,3.7,3.7,0,0,0,0,7.41,0,0,0,0,3.7,0,3.7,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,14.81,3.7,0,11.11,0,0,0,14.81,0,14.81,7.41,7.41,7.41,3.7,3.7,0,0,0,0,7.41,0,7.41,0,0,0,33.33,11.11,0,0,0,0,0,3.7,0,0,0,18.52
7.66E+17,/HillaryClinton/status/766385768516419584,Donald Trump wants to eliminate the estate tax. Doing so could save his family $4 billion and 99.8% of families $0.pic.twitter.com/iEjXi24GGR,HillaryClinton,clinton,8/18/16,Aug,2016,25,72.8,94.5,1,91.14,12.5,20,64,32,4,4,0,0,0,4,0,0,4,8,8,4,8,0,16,0,0,0,16,0,4,4,0,0,0,0,16,8,0,0,4,8,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,12,12,0,0,0,0,0,8,4,0,0,0,0,4,12,8,4,0,0,8,0,8,0,0,0,32,16,0,0,0,0,0,0,0,0,0,16
7.66E+17,/HillaryClinton/status/766353681885212672,"Donald Trump promised to release his tax returns if he ran for office. Now? ""It's none of your business.""https://amp.twimg.com/v/500b289c-3fde-4a8e-b615-9d577651e7c9•À_•À_•À_•À__",HillaryClinton,clinton,8/18/16,Aug,2016,35,67.14,71.61,1,78.19,11.67,14.29,48.57,28.57,11.43,8.57,0,0,2.86,5.71,0,2.86,0,8.57,2.86,2.86,2.86,2.86,5.71,0,0,0,2.86,2.86,2.86,2.86,0,0,0,0,8.57,0,0,0,5.71,5.71,0,0,2.86,2.86,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,5.71,0,8.57,2.86,0,5.71,8.57,0,0,5.71,0,0,2.86,0,2.86,0,0,0,45.71,11.43,0,0,0,2.86,0,11.43,5.71,2.86,0,11.43
7.66E+17,/HillaryClinton/status/766289045144109056,"We know that giving millionaires huge tax breaks doesn't help our economy. So why would we try it again, Donald?pic.twitter.com/Js7FhLOZxW",HillaryClinton,clinton,8/18/16,Aug,2016,24,1.8,99,1.79,92.4,12,16.67,83.33,41.67,20.83,12.5,0,12.5,0,0,0,8.33,0,0,8.33,12.5,4.17,4.17,20.83,0,0,4.17,4.17,0,4.17,4.17,0,0,0,0,25,0,0,0,0,16.67,4.17,4.17,4.17,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,29.17,20.83,4.17,8.33,0,0,0,12.5,0,8.33,0,4.17,4.17,8.33,4.17,0,8.33,0,0,8.33,0,8.33,0,0,0,29.17,12.5,4.17,0,0,4.17,0,0,0,4.17,0,4.17
7.66E+17,/HillaryClinton/status/766091955898023936,"At the 1988 Olympic games, Jackie Joyner-Kersee became the first woman to win gold in the long jump for @TeamUSA.pic.twitter.com/SM21RY7QWn",HillaryClinton,clinton,8/17/16,Aug,2016,25,99,94.5,69.14,99,25,16,72,28,0,0,0,0,0,0,0,0,12,16,0,0,0,0,8,0,0,0,8,0,8,8,0,0,0,0,16,0,0,4,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,20,12,12,4,4,0,4,4,0,20,4,12,4,4,12,0,0,0,0,8,0,8,0,0,0,28,12,4,0,0,0,0,4,0,0,0,8
7.66E+17,/HillaryClinton/status/766077240438382597,Let•À_•À_s make sure it does on Election Day •À_•À_•À_ http://hillaryclinton.com/volunteer•À_•À_pic.twitter.com/41ebkLl4pb,HillaryClinton,clinton,8/17/16,Aug,2016,19,76.19,70.08,4.05,97.58,19,26.32,52.63,21.05,5.26,0,0,0,0,0,0,5.26,0,5.26,10.53,0,0,0,15.79,0,0,0,0,0,5.26,5.26,0,0,0,0,5.26,0,0,0,0,10.53,0,5.26,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,10.53,0,10.53,0,5.26,5.26,0,5.26,0,0,0,0,15.79,0,15.79,0,0,0,31.58,15.79,0,0,0,0,0,0,0,0,0,15.79
7.66E+17,/HillaryClinton/status/766065224717918208,"Trump is running a cynical campaign of hate and fear, and he's got a new campaign chief to match.https://amp.twimg.com/v/f51205bf-bd77-4ced-b056-7b5582ce0851•À_•À_•À_•À__",HillaryClinton,clinton,8/17/16,Aug,2016,32,89.26,62.28,1,1,32,15.62,56.25,25,3.12,3.12,0,0,0,3.12,0,0,6.25,6.25,6.25,0,6.25,0,15.62,3.12,0,0,3.12,0,9.38,0,9.38,3.12,6.25,0,3.12,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,9.38,3.12,0,3.12,9.38,0,6.25,3.12,0,3.12,0,3.12,0,0,0,0,3.12,0,3.12,0,0,0,40.62,9.38,3.12,0,0,0,0,12.5,0,3.12,0,12.5
7.66E+17,/HillaryClinton/status/766020053464707073,We can't let @realDonaldTrump become our next president. http://nyti.ms/2b3tfNO•À_•À_pic.twitter.com/ZvUEIBDGMa,HillaryClinton,clinton,8/17/16,Aug,2016,18,30.15,98.62,23.51,25.77,9,22.22,61.11,27.78,11.11,11.11,0,11.11,0,0,0,0,0,0,11.11,0,0,5.56,11.11,5.56,0,0,0,0,0,0,0,0,0,0,22.22,0,0,5.56,0,11.11,5.56,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,27.78,16.67,0,11.11,0,0,0,11.11,0,5.56,0,0,5.56,5.56,5.56,0,0,0,0,16.67,0,16.67,0,0,0,50,22.22,0,0,0,0,0,0,0,5.56,0,22.22
7.66E+17,/HillaryClinton/status/766003719213314048,Trump boasts the support of some of the most extreme voices in politics. Now one of them runs his campaign:http://hrc.io/2bf0yP0•À_•À_,HillaryClinton,clinton,8/17/16,Aug,2016,27,98.75,77.05,1.22,88.52,13.5,14.81,70.37,33.33,7.41,7.41,0,0,0,3.7,3.7,0,7.41,14.81,0,3.7,0,0,7.41,11.11,3.7,0,7.41,7.41,3.7,3.7,0,0,0,0,7.41,0,0,0,3.7,7.41,0,0,0,7.41,0,0,3.7,0,3.7,0,0,0,0,0,0,7.41,0,0,7.41,0,0,0,11.11,0,11.11,3.7,3.7,3.7,3.7,0,0,0,0,0,3.7,0,3.7,0,0,0,18.52,7.41,0,3.7,0,0,0,0,0,0,0,7.41
7.66E+17,/HillaryClinton/status/765981557790244864,"With just 83 days until Election Day, Trump hired one of the most extreme right-wing voices to run his campaign.pic.twitter.com/geausYW6oD",HillaryClinton,clinton,8/17/16,Aug,2016,25,97.89,78.82,20.24,25.77,25,20,76,28,4,4,0,0,0,4,0,0,4,16,0,4,4,0,8,8,4,0,8,4,0,0,0,0,0,0,8,0,0,0,4,4,0,0,0,4,0,0,8,4,4,0,0,0,0,0,0,12,4,0,8,0,0,4,4,0,20,4,4,12,4,4,0,0,0,0,8,0,8,0,0,0,24,12,4,0,0,0,0,4,0,0,0,4
